id_transaksi,tanggal,waktu,nominal,tipe,kategori,deskripsi,metode_pembayaran,lokasi,user_id,profil,rating,anomaly_flag
TRX001017,2023-04-05,13:08,2553500.25,keluar,Belanja,Perabotan di Apple Store,Tunai,Jakarta,U005,business_owner,1.0,0
TRX001018,2023-02-05,08:15,5748435.0,masuk,Gaji,Insentif,Transfer Bank,Semarang,U005,business_owner,,0
TRX001019,2024-01-16,15:12,161429.76,keluar,Makanan,Sarapan di Adidas,Tunai,Manado,U005,business_owner,4.0,0
TRX001020,2023-12-11,20:12,612108.0,keluar,Hiburan,Streaming di Apple Store,e-Wallet,Palembang,U005,business_owner,2.0,0
TRX001021,2022-08-12,14:35,1112700.0,keluar,Lain-lain,Biaya administrasi di PDAM,Tunai,Makassar,U005,business_owner,3.0,0
TRX001022,2022-08-13,10:08,8866000.0,masuk,Gaji,Gaji bulanan,Transfer Bank,Malang,U005,business_owner,,0
TRX001023,2023-09-12,17:13,567126.0,keluar,Lain-lain,Donasi di Kimia Farma,QRIS,Bandung,U005,business_owner,5.0,0
TRX001024,2022-07-23,14:07,2258500.0,keluar,Belanja,Gadget di ATM Mandiri,Kartu Kredit,Depok,U005,business_owner,2.0,0
TRX001025,2023-09-28,15:50,7438567.5,masuk,Gaji,Insentif,Transfer Bank,Batam,U005,business_owner,,0
TRX001026,2022-08-15,12:20,150000.0,masuk,Investasi,Hasil sewa properti,Transfer Bank,Banjarmasin,U005,business_owner,,0
TRX001027,2023-04-13,11:07,448717.5,keluar,Hiburan,Museum di McD,Kartu Kredit,Pontianak,U005,business_owner,2.0,0
TRX001028,2022-12-19,21:01,1945000.0,masuk,Investasi,Forex,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001029,2022-11-24,18:09,569700.0,keluar,Hiburan,Konser di Century,Kartu Kredit,Makassar,U005,business_owner,1.0,0
TRX001030,2023-05-31,06:50,743085.0,keluar,Tagihan,Listrik di ATM BCA,Kartu Kredit,Yogyakarta,U005,business_owner,,0
TRX001031,2022-08-18,06:10,147500.0,keluar,Makanan,Makan siang di Zara,Transfer Bank,Semarang,U005,business_owner,3.0,0
TRX001032,2024-01-07,12:40,713696.8319999999,keluar,Hiburan,Streaming di Ace Hardware,Tunai,Balikpapan,U005,business_owner,2.0,0
TRX001033,2022-06-19,18:12,580500.0,keluar,Lain-lain,Biaya administrasi di Warung Padang,Kartu Kredit,Bandung,U005,business_owner,3.0,0
TRX001034,2022-01-10,09:31,210000.0,keluar,Makanan,Makan malam di Lenovo Store,Kartu Kredit,Tasikmalaya,U005,business_owner,1.0,0
TRX001035,2024-02-19,12:36,814147.2000000001,masuk,Investasi,Crypto,Transfer Bank,Denpasar,U005,business_owner,,0
TRX001036,2024-01-17,20:20,1272892.32,keluar,Belanja,Alat rumah tangga di Grab,Transfer Bank,Manado,U005,business_owner,4.0,0
TRX001037,2023-09-26,06:52,626186.925,keluar,Hiburan,Museum di Chatime,Kartu Kredit,Yogyakarta,U005,business_owner,1.0,0
TRX001038,2023-12-02,20:51,819157.5,keluar,Lain-lain,Biaya administrasi di Lazada,Kartu Kredit,Jakarta,U005,business_owner,5.0,0
TRX001039,2023-06-17,15:54,1107681.75,keluar,Kesehatan,Rumah sakit di ATM Mandiri,Transfer Bank,Palembang,U005,business_owner,2.0,0
TRX001040,2023-12-22,12:49,4228969.5,keluar,Belanja,Kebutuhan bayi (Natal) di Warung Padang,Transfer Bank,Pontianak,U005,business_owner,2.0,1
TRX001041,2022-03-26,08:59,7262000.0,masuk,Investasi,Keuntungan saham,Transfer Bank,Denpasar,U005,business_owner,,0
TRX001042,2022-04-28,09:26,4802000.0,masuk,Gaji,Insentif,Tunai,Makassar,U005,business_owner,,0
TRX001043,2022-02-10,15:17,292100.0,keluar,Makanan,Kue dan roti di Warkop 86,Tunai,Depok,U005,business_owner,3.0,0
TRX001044,2022-06-23,06:19,181100.0,keluar,Makanan,Kafe di ASUS Store,Kartu Kredit,Balikpapan,U005,business_owner,4.0,0
TRX001045,2022-04-12,09:56,222900.0,keluar,Makanan,Buah-buahan di Cinema XXI,e-Wallet,Bogor,U005,business_owner,3.0,0
TRX001046,2022-04-28,09:42,1587430.0,keluar,Makanan,Katering (Belanja Lebaran) (Belanja Lebaran) di Adidas,Kartu Kredit,Yogyakarta,U005,business_owner,3.0,1
TRX001047,2023-06-28,20:18,2561647.725,keluar,Belanja,Elektronik di PLN,Kartu Kredit,Pontianak,U005,business_owner,3.0,0
TRX001048,2022-04-25,21:59,1143000.0,masuk,Investasi,Reksa dana,Tunai,Depok,U005,business_owner,,0
TRX001049,2022-04-19,09:36,255300.0,keluar,Makanan,Kue dan roti di Century,Tunai,Medan,U005,business_owner,2.0,0
TRX001050,2024-02-27,20:51,204096.67200000002,keluar,Makanan,Makanan ringan di GrabFood,Transfer Bank,Padang,U005,business_owner,5.0,0
TRX001051,2023-12-24,19:36,267378.3,keluar,Makanan,Makan siang di Zara,QRIS,Denpasar,U005,business_owner,1.0,0
TRX001052,2024-04-28,22:30,419232.1536000001,keluar,Makanan,Restoran di ATM BNI,Tunai,Bekasi,U005,business_owner,2.0,0
TRX001053,2023-05-30,12:27,15085507.5,masuk,Gaji,Bonus,Tunai,Cirebon,U005,business_owner,,0
TRX001054,2023-09-16,15:30,3480592.5,masuk,Freelance,Programming,Tunai,Palembang,U005,business_owner,,0
TRX001055,2023-05-07,17:14,1002282.75,keluar,Lain-lain,Biaya administrasi di Warkop 86,Transfer Bank,Medan,U005,business_owner,2.0,0
TRX001056,2022-07-16,09:23,1769000.0,masuk,Investasi,Keuntungan saham,Tunai,Manado,U005,business_owner,,0
TRX001057,2022-03-29,10:43,629200.0,keluar,Hiburan,Streaming di Bluebird,Kartu Kredit,Semarang,U005,business_owner,1.0,0
TRX001058,2022-02-03,19:58,485900.0,keluar,Hiburan,Nonton film di Warkop 86,Tunai,Bekasi,U005,business_owner,3.0,0
TRX001059,2024-03-05,11:28,823361.76,keluar,Lain-lain,Denda di GoFood,QRIS,Surabaya,U005,business_owner,5.0,0
TRX001060,2023-05-20,13:53,389623.5,keluar,Hiburan,Festival di Indomaret,Transfer Bank,Pekanbaru,U005,business_owner,4.0,0
TRX001061,2022-03-04,14:28,3365000.0,masuk,Freelance,Jasa desain,Tunai,Denpasar,U005,business_owner,,0
TRX001062,2022-01-22,06:54,8152000.0,masuk,Bisnis,Royalti,Transfer Bank,Jakarta,U005,business_owner,,0
TRX001063,2022-11-12,14:59,110400.0,keluar,Transportasi,Tiket kereta di KFC,Kartu Kredit,Surabaya,U005,business_owner,3.0,0
TRX001064,2023-09-19,10:17,5056065.0,masuk,Gaji,Bonus,Transfer Bank,Jakarta,U005,business_owner,,0
TRX001065,2024-01-09,15:42,188023.68000000002,keluar,Transportasi,Angkot di Lenovo Store,Kartu Kredit,Jakarta,U005,business_owner,1.0,0
TRX001066,2024-03-20,11:10,4309848.000000001,masuk,Gaji,Bonus,Transfer Bank,Semarang,U005,business_owner,,0
TRX001067,2024-01-29,22:45,594280.8,keluar,Lain-lain,Sumbangan di Uber,Kartu Kredit,Yogyakarta,U005,business_owner,4.0,0
TRX001068,2023-01-01,13:22,912318.75,keluar,Lain-lain,Perbaikan rumah di Chatime,QRIS,Surabaya,U005,business_owner,3.0,0
TRX001069,2022-08-26,14:38,245310.0,keluar,Makanan,Makanan ringan di Dell Store,Transfer Bank,Bogor,U005,business_owner,4.0,0
TRX001070,2022-09-25,12:23,361296.0,keluar,Makanan,Makan siang di ASUS Store,Kartu Kredit,Bandung,U005,business_owner,1.0,0
TRX001071,2023-01-10,17:01,881559.0,keluar,Lain-lain,Sumbangan di Lenovo Store,Transfer Bank,Surabaya,U005,business_owner,5.0,0
TRX001072,2023-06-04,19:20,722754.9,keluar,Hiburan,Konser di Century,e-Wallet,Denpasar,U005,business_owner,2.0,0
TRX001073,2023-08-07,12:13,9521190.0,masuk,Gaji,Insentif,Tunai,Pekanbaru,U005,business_owner,,0
TRX001074,2022-12-22,20:02,296800.0,keluar,Makanan,Kafe di HP Store,e-Wallet,Bandung,U005,business_owner,2.0,0
TRX001075,2023-11-14,12:42,1222782.75,keluar,Lain-lain,Pinjaman di Alfamart,Kartu Kredit,Palembang,U005,business_owner,2.0,0
TRX001076,2024-02-23,14:58,589381.92,keluar,Lain-lain,Biaya tak terduga di Grab,Kartu Kredit,Bandung,U005,business_owner,5.0,0
TRX001077,2022-09-06,08:08,1280700.0,keluar,Belanja,Sepatu di Shopee,Tunai,Bandung,U005,business_owner,3.0,0
TRX001078,2023-12-18,22:03,215538.75,keluar,Makanan,Katering di ASUS Store,e-Wallet,Bekasi,U005,business_owner,3.0,0
TRX001079,2022-01-19,21:17,559500.0,keluar,Hiburan,Gym di PLN,Transfer Bank,Padang,U005,business_owner,3.0,0
TRX001080,2023-02-06,14:57,235824.75,keluar,Makanan,Minuman di Lazada,Kartu Kredit,Denpasar,U005,business_owner,3.0,0
TRX001081,2024-03-05,19:04,177642.72,keluar,Makanan,Jajan di Uniqlo,QRIS,Malang,U005,business_owner,3.0,0
TRX001082,2023-05-17,08:05,177943.5,keluar,Makanan,Jajan di HP Store,e-Wallet,Solo,U005,business_owner,3.0,0
TRX001083,2023-02-07,19:28,4988371.5,keluar,Pendidikan,Biaya kuliah di Tokopedia,Transfer Bank,Surabaya,U005,business_owner,3.0,0
TRX001084,2022-12-28,07:51,2245360.0,keluar,Hiburan,Konser (Tahun Baru) (Natal) di Guardian,Tunai,Tangerang,U005,business_owner,3.0,1
TRX001085,2023-09-20,20:14,296021.25,keluar,Makanan,Buah-buahan di KFC,e-Wallet,Banjarmasin,U005,business_owner,1.0,0
TRX001086,2023-11-11,22:01,362634.3,keluar,Makanan,Makanan ringan di Warkop 86,Kartu Kredit,Balikpapan,U005,business_owner,3.0,0
TRX001087,2022-07-14,07:22,326200.0,keluar,Hiburan,Hobi di Traveloka,Kartu Kredit,Balikpapan,U005,business_owner,4.0,0
TRX001088,2022-08-27,14:13,139100.0,keluar,Transportasi,Taksi di Adidas,QRIS,Surabaya,U005,business_owner,3.0,0
TRX001089,2023-11-04,10:09,10592820.0,masuk,Gaji,Lembur,Transfer Bank,Malang,U005,business_owner,,0
TRX001090,2022-07-27,17:37,19535000.0,masuk,Gaji,Gaji bulanan,Tunai,Pontianak,U005,business_owner,,0
TRX001091,2023-03-06,17:10,18964102.5,masuk,Gaji,Bonus,Tunai,Pekanbaru,U005,business_owner,,0
TRX001092,2023-03-11,22:01,13666590.0,masuk,Gaji,Bonus,Tunai,Bekasi,U005,business_owner,,0
TRX001093,2022-12-13,16:46,4899500.0,keluar,Belanja,Baju (Harbolnas 12.12) di HP Store,Kartu Kredit,Malang,U005,business_owner,3.0,1
TRX001094,2022-09-01,11:49,38942029.123860866,masuk,Gaji,Gaji bulanan - business_owner,Transfer Bank,Yogyakarta,U005,business_owner,,0
TRX001095,2023-07-22,21:23,944622.0,keluar,Lain-lain,Pinjaman di Gojek,e-Wallet,Medan,U005,business_owner,3.0,0
TRX001096,2022-01-12,15:53,162100.0,keluar,Makanan,Makanan cepat saji di IKEA,Kartu Kredit,Surabaya,U005,business_owner,5.0,0
TRX001097,2022-04-13,19:01,13705000.0,masuk,Gaji,Gaji bulanan,Tunai,Cirebon,U005,business_owner,,0
TRX001098,2023-01-02,12:38,2364862.5,keluar,Belanja,Kebutuhan bayi di PLN,Transfer Bank,Bekasi,U005,business_owner,1.0,0
TRX001099,2023-08-19,17:34,251370.0,keluar,Makanan,Katering di GrabFood,QRIS,Pontianak,U005,business_owner,5.0,0
TRX001100,2023-08-21,11:07,146742.75,keluar,Transportasi,Angkot di XL Axiata,Kartu Kredit,Medan,U005,business_owner,1.0,0
TRX001101,2022-01-29,20:42,2645370.0,keluar,Belanja,Gadget di Guardian,Transfer Bank,Cirebon,U005,business_owner,3.0,0
TRX001102,2022-07-10,15:47,1973000.0,keluar,Belanja,Perhiasan di Tokopedia,Kartu Kredit,Medan,U005,business_owner,3.0,0
TRX001103,2022-06-01,20:00,501000.0,keluar,Hiburan,Beli buku di Dell Store,Kartu Kredit,Batam,U005,business_owner,3.0,0
TRX001104,2022-04-25,19:10,9002000.0,masuk,Gaji,Bonus,Transfer Bank,Bogor,U005,business_owner,,0
TRX001105,2022-02-03,08:09,38942029.123860866,masuk,Gaji,Gaji bulanan - business_owner,Tunai,Palembang,U005,business_owner,,0
TRX001106,2022-02-19,17:15,1670600.0,keluar,Belanja,Baju di Uniqlo,Kartu Kredit,Semarang,U005,business_owner,3.0,0
TRX001107,2024-02-29,18:45,282035.52,keluar,Makanan,Dessert di Starbucks,Transfer Bank,Malang,U005,business_owner,5.0,0
TRX001108,2023-08-17,14:12,2221868.25,keluar,Belanja,Aksesoris di ASUS Store,Tunai,Balikpapan,U005,business_owner,1.0,0
TRX001109,2024-04-27,08:01,95178.24,keluar,Transportasi,Service kendaraan di Tokopedia,e-Wallet,Jakarta,U005,business_owner,3.0,0
TRX001110,2022-01-01,21:04,363600.0,keluar,Makanan,Belanja bahan makanan (Tahun Baru) di ATM BCA,e-Wallet,Tangerang,U005,business_owner,1.0,0
TRX001111,2022-01-07,20:42,1056900.0,keluar,Kesehatan,Terapi di Traveloka,Transfer Bank,Semarang,U005,business_owner,1.0,0
TRX001112,2022-10-20,11:40,1096500.0,keluar,Kesehatan,Vaksinasi di Grab,Transfer Bank,Makassar,U005,business_owner,2.0,0
TRX001113,2023-06-03,18:46,12765847.5,masuk,Bisnis,Royalti,Transfer Bank,Jakarta,U005,business_owner,,0
TRX001114,2023-06-27,08:35,2720021.85,keluar,Belanja,Elektronik di Zara,Kartu Kredit,Jakarta,U005,business_owner,2.0,0
TRX001115,2022-06-12,17:18,2186800.0,keluar,Belanja,Baju di GrabFood,Transfer Bank,Palembang,U005,business_owner,1.0,0
TRX001116,2022-10-12,19:43,6420000.0,masuk,Freelance,Terjemahan,Tunai,Tangerang,U005,business_owner,,0
TRX001117,2023-01-28,19:16,464544.99,keluar,Makanan,Makanan ringan di Apple Store,e-Wallet,Manado,U005,business_owner,3.0,0
TRX001118,2023-05-09,20:20,1756503.0,keluar,Belanja,Sepatu di Zara,Kartu Kredit,Padang,U005,business_owner,4.0,0
TRX001119,2022-02-16,21:34,181300.0,keluar,Makanan,Katering di Guardian,QRIS,Denpasar,U005,business_owner,5.0,0
TRX001120,2024-02-03,14:06,45421982.77007132,masuk,Gaji,Gaji bulanan - business_owner,Tunai,Palembang,U005,business_owner,,0
TRX001121,2023-08-31,12:42,672966.0,keluar,Lain-lain,Hadiah di Grab,Kartu Kredit,Yogyakarta,U005,business_owner,5.0,0
TRX001122,2023-05-28,15:25,618820.02,keluar,Hiburan,Streaming di Traveloka,Kartu Kredit,Malang,U005,business_owner,3.0,0
TRX001123,2022-05-15,22:36,178800.0,keluar,Makanan,Minuman di Apple Store,e-Wallet,Makassar,U005,business_owner,4.0,0
TRX001124,2023-05-19,15:03,211790.25,keluar,Makanan,Kue dan roti di GrabFood,Tunai,Batam,U005,business_owner,4.0,0
TRX001125,2022-08-14,22:55,367320.0,keluar,Hiburan,Langganan digital di Lenovo Store,QRIS,Bandung,U005,business_owner,4.0,0
TRX001126,2024-01-25,18:12,6202915.2,masuk,Gaji,Lembur,Transfer Bank,Bandung,U005,business_owner,,0
TRX001127,2022-10-19,18:19,1496700.0,keluar,Belanja,Sepatu di Apple Store,Transfer Bank,Jakarta,U005,business_owner,4.0,0
TRX001128,2023-08-01,12:56,42933587.10905661,masuk,Gaji,Gaji bulanan - business_owner,Transfer Bank,Medan,U005,business_owner,,0
TRX001129,2024-02-20,16:13,1003104.0000000002,keluar,Kesehatan,Check-up rutin di ATM BCA,QRIS,Bandung,U005,business_owner,1.0,0
TRX001130,2022-03-18,21:59,200500.0,keluar,Makanan,Sarapan di Traveloka,Kartu Kredit,Tasikmalaya,U005,business_owner,3.0,0
TRX001131,2023-01-07,08:02,218295.0,keluar,Makanan,Makan siang di GrabFood,Transfer Bank,Tasikmalaya,U005,business_owner,5.0,0
TRX001132,2023-06-22,10:39,572197.5,keluar,Lain-lain,Biaya tak terduga di KFC,Transfer Bank,Semarang,U005,business_owner,5.0,0
TRX001133,2022-09-20,13:46,366000.0,keluar,Hiburan,Game di Ace Hardware,Kartu Kredit,Palembang,U005,business_owner,4.0,0
TRX001134,2024-02-26,11:04,800465.3280000001,keluar,Hiburan,Hobi di Warung Padang,Transfer Bank,Surabaya,U005,business_owner,2.0,0
TRX001135,2023-08-16,15:11,2505431.25,keluar,Belanja,Elektronik di McD,QRIS,Padang,U005,business_owner,1.0,0
TRX001136,2024-01-21,06:24,10911672.0,masuk,Gaji,THR,Transfer Bank,Tasikmalaya,U005,business_owner,,0
TRX001137,2022-09-22,09:24,1896000.0,masuk,Bisnis,Penjualan online,Tunai,Surabaya,U005,business_owner,,0
TRX001138,2023-01-17,10:30,684652.5,keluar,Lain-lain,Biaya tak terduga di Guardian,Transfer Bank,Semarang,U005,business_owner,5.0,0
TRX001139,2024-02-27,18:51,1379617.9200000002,keluar,Tagihan,Telepon di Indomaret,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001140,2024-03-11,18:10,3516696.0,masuk,Freelance,Jasa foto,Tunai,Balikpapan,U005,business_owner,,0
TRX001141,2023-04-15,06:49,1892331.0,keluar,Tagihan,Langganan di Uber,Kartu Kredit,Yogyakarta,U005,business_owner,,0
TRX001142,2023-08-22,21:02,12507862.5,masuk,Gaji,Bonus,Tunai,Balikpapan,U005,business_owner,,0
TRX001143,2022-11-27,11:54,14572000.0,masuk,Gaji,Gaji bulanan,Transfer Bank,Padang,U005,business_owner,,0
TRX001144,2022-11-05,17:11,38942029.123860866,masuk,Gaji,Gaji bulanan - business_owner,Transfer Bank,Yogyakarta,U005,business_owner,,0
TRX001145,2023-01-07,14:43,4113427.5,masuk,Investasi,Dividen,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001146,2023-12-15,12:06,291280.5,keluar,Hiburan,Gym di Nike Store,Tunai,Solo,U005,business_owner,3.0,0
TRX001147,2024-02-28,15:14,2660675.04,keluar,Tagihan,Pajak di ATM Mandiri,Transfer Bank,Palembang,U005,business_owner,,0
TRX001148,2023-09-04,12:43,42933587.10905661,masuk,Gaji,Gaji bulanan - business_owner,Transfer Bank,Yogyakarta,U005,business_owner,,0
TRX001149,2022-12-07,12:15,3987000.0,masuk,Gaji,Gaji bulanan,Transfer Bank,Malang,U005,business_owner,,0
TRX001150,2024-01-14,08:06,314088.19200000004,keluar,Makanan,Makan malam di Shopee,Kartu Kredit,Denpasar,U005,business_owner,3.0,0
TRX001151,2023-08-10,13:02,627984.0,keluar,Lain-lain,Sumbangan di Bluebird,Transfer Bank,Palembang,U005,business_owner,4.0,0
TRX001152,2023-02-20,22:36,1226310.75,keluar,Lain-lain,Pajak di Tokopedia,e-Wallet,Bandung,U005,business_owner,1.0,0
TRX001153,2024-04-12,16:08,18163997.28,keluar,Belanja,Furniture (Belanja Lebaran) (Belanja Lebaran) di Chatime,e-Wallet,Medan,U005,business_owner,3.0,1
TRX001154,2022-01-27,22:37,2223000.0,masuk,Investasi,Hasil sewa properti,Transfer Bank,Jakarta,U005,business_owner,,0
TRX001155,2024-03-12,14:43,2045982.2400000005,keluar,Belanja,Elektronik di ATM BCA,Tunai,Depok,U005,business_owner,3.0,0
TRX001156,2022-07-21,12:01,227800.0,keluar,Makanan,Makanan cepat saji di GrabFood,Transfer Bank,Makassar,U005,business_owner,3.0,0
TRX001157,2023-02-07,08:59,319835.25,keluar,Makanan,Jajan di KFC,Transfer Bank,Banjarmasin,U005,business_owner,2.0,0
TRX001158,2023-08-29,07:22,239639.4,keluar,Makanan,Makan siang di Apple Store,Tunai,Makassar,U005,business_owner,5.0,0
TRX001159,2022-04-13,13:45,17263000.0,masuk,Gaji,Insentif,Transfer Bank,Palembang,U005,business_owner,,0
TRX001160,2022-11-05,17:43,148000.0,keluar,Transportasi,Parkir di Warkop 86,Tunai,Surabaya,U005,business_owner,3.0,0
TRX001161,2022-07-04,11:09,38942029.123860866,masuk,Gaji,Gaji bulanan - business_owner,Tunai,Surabaya,U005,business_owner,,0
TRX001162,2022-11-24,10:06,354000.0,keluar,Tagihan,Listrik di Adidas,QRIS,Surabaya,U005,business_owner,,0
TRX001163,2023-03-22,16:58,295911.0,keluar,Makanan,Kue dan roti di ATM BCA,QRIS,Tasikmalaya,U005,business_owner,2.0,0
TRX001164,2023-06-06,22:13,16901325.0,masuk,Gaji,Lembur,Tunai,Depok,U005,business_owner,,0
TRX001165,2024-04-30,13:47,1949077.7280000001,keluar,Belanja,Sepatu di Grab,QRIS,Pekanbaru,U005,business_owner,3.0,0
TRX001166,2023-04-18,12:16,5612607.0,keluar,Belanja,Gadget (Belanja Lebaran) (Belanja Lebaran) di McD,QRIS,Balikpapan,U005,business_owner,2.0,1
TRX001167,2023-03-19,13:55,232583.4,keluar,Makanan,Restoran di McD,QRIS,Bogor,U005,business_owner,5.0,0
TRX001168,2022-07-30,20:03,19731000.0,masuk,Gaji,Gaji bulanan,Tunai,Bekasi,U005,business_owner,,0
TRX001169,2023-06-12,18:31,181140.75,keluar,Makanan,Makanan cepat saji di XL Axiata,e-Wallet,Padang,U005,business_owner,3.0,0
TRX001170,2023-09-28,14:36,3492720.0,keluar,Pendidikan,Biaya kuliah di Dell Store,Transfer Bank,Medan,U005,business_owner,3.0,0
TRX001171,2022-09-11,15:22,333240.0,keluar,Makanan,Makanan ringan di Gojek,Kartu Kredit,Banjarmasin,U005,business_owner,3.0,0
TRX001172,2023-08-18,10:07,5236875.0,masuk,Freelance,Editing,Transfer Bank,Padang,U005,business_owner,,0
TRX001173,2022-07-22,11:22,5529000.0,masuk,Investasi,Hasil sewa properti,Transfer Bank,Tangerang,U005,business_owner,,0
TRX001174,2022-09-22,10:39,373800.0,keluar,Hiburan,Hobi di ATM Mandiri,Kartu Kredit,Tangerang,U005,business_owner,3.0,0
TRX001175,2024-04-14,06:56,167028.48,keluar,Transportasi,Bus di Uber,QRIS,Medan,U005,business_owner,1.0,0
TRX001176,2022-04-21,06:03,372900.0,keluar,Hiburan,Nonton film di Pegipegi,Transfer Bank,Bogor,U005,business_owner,4.0,0
TRX001177,2023-01-10,17:37,5357047.5,masuk,Gaji,Bonus,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001178,2022-02-21,19:49,196800.0,keluar,Makanan,Belanja bahan makanan di Uber,Kartu Kredit,Batam,U005,business_owner,5.0,0
TRX001179,2022-02-22,19:35,391900.0,keluar,Hiburan,Gym di PLN,Transfer Bank,Semarang,U005,business_owner,3.0,0
TRX001180,2022-05-15,09:25,14997000.0,masuk,Gaji,Insentif,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001181,2023-06-20,21:01,2246454.0,keluar,Belanja,Elektronik di HP Store,e-Wallet,Bekasi,U005,business_owner,2.0,0
TRX001182,2023-01-12,08:33,850027.5,keluar,Lain-lain,Kebutuhan hewan peliharaan di Warkop 86,Kartu Kredit,Surabaya,U005,business_owner,3.0,0
TRX001183,2024-01-26,21:02,4720420.800000001,masuk,Freelance,Jasa desain,Tunai,Bandung,U005,business_owner,,0
TRX001184,2022-10-16,13:24,548000.0,keluar,Lain-lain,Biaya tak terduga di XL Axiata,Tunai,Jakarta,U005,business_owner,4.0,0
TRX001185,2023-10-20,10:06,322150.5,keluar,Hiburan,Theme park di HP Store,Kartu Kredit,Depok,U005,business_owner,4.0,0
TRX001186,2023-03-15,06:49,244093.5,keluar,Makanan,Makan malam di Chatime,QRIS,Pontianak,U005,business_owner,1.0,0
TRX001187,2022-02-22,22:56,549200.0,keluar,Lain-lain,Pajak di Indomaret,Kartu Kredit,Medan,U005,business_owner,4.0,0
TRX001188,2024-03-01,10:48,930320.64,keluar,Lain-lain,Pinjaman di Traveloka,Kartu Kredit,Palembang,U005,business_owner,4.0,0
TRX001189,2023-10-02,21:29,560400.75,keluar,Hiburan,Game di Kimia Farma,e-Wallet,Medan,U005,business_owner,3.0,0
TRX001190,2023-06-01,12:22,1217821.5,keluar,Lain-lain,Isi ulang e-wallet di Cinema XXI,Kartu Kredit,Surabaya,U005,business_owner,3.0,0
TRX001191,2023-03-06,12:41,1234579.5,keluar,Belanja,Furniture di ATM Mandiri,QRIS,Depok,U005,business_owner,5.0,0
TRX001192,2023-04-10,21:16,586530.0,keluar,Tagihan,Internet di Uniqlo,QRIS,Palembang,U005,business_owner,,0
TRX001193,2023-09-14,06:19,2189344.5,keluar,Belanja,Elektronik di Apple Store,e-Wallet,Denpasar,U005,business_owner,2.0,0
TRX001194,2022-06-13,07:27,16815000.0,masuk,Gaji,Insentif,Tunai,Padang,U005,business_owner,,0
TRX001195,2024-03-07,13:12,1415892.9600000002,keluar,Belanja,Gadget di ATM BNI,Kartu Kredit,Padang,U005,business_owner,4.0,0
TRX001196,2023-07-31,17:05,7998637.5,masuk,Gaji,Gaji bulanan,Transfer Bank,Malang,U005,business_owner,,0
TRX001197,2022-11-15,16:14,1944400.0,keluar,Belanja,Perhiasan di McD,QRIS,Depok,U005,business_owner,3.0,0
TRX001198,2024-01-12,07:05,1151703.36,keluar,Lain-lain,Pinjaman di ATM BRI,Tunai,Semarang,U005,business_owner,2.0,0
TRX001199,2023-07-04,09:28,42933587.10905661,masuk,Gaji,Gaji bulanan - business_owner,Transfer Bank,Surabaya,U005,business_owner,,0
TRX001200,2022-12-16,09:48,1969900.0,keluar,Belanja,Kebutuhan bayi di Tiket.com,e-Wallet,Depok,U005,business_owner,2.0,0
TRX001201,2022-09-05,06:38,1117700.0,keluar,Tagihan,Langganan di Warung Padang,Transfer Bank,Bandung,U005,business_owner,,0
TRX001202,2023-11-17,06:17,2059359.75,keluar,Belanja,Perhiasan di Alfamart,QRIS,Cirebon,U005,business_owner,1.0,0
TRX001203,2022-01-01,09:36,581040.0,keluar,Makanan,Jajan (Tahun Baru) di KFC,Kartu Kredit,Semarang,U005,business_owner,3.0,1
TRX001204,2023-10-21,18:19,485937.89999999997,keluar,Hiburan,Game di Traveloka,e-Wallet,Padang,U005,business_owner,5.0,0
TRX001205,2022-07-13,16:37,345200.0,keluar,Hiburan,Festival di ASUS Store,Transfer Bank,Yogyakarta,U005,business_owner,5.0,0
TRX001206,2022-04-05,17:16,124800.0,keluar,Transportasi,Angkot di Dell Store,Kartu Kredit,Makassar,U005,business_owner,3.0,0
TRX001207,2022-12-05,18:00,931700.0,keluar,Lain-lain,Perbaikan rumah di ATM BCA,Tunai,Yogyakarta,U005,business_owner,2.0,0
TRX001208,2023-04-15,13:21,1170193.5,keluar,Lain-lain,Pinjaman di Warkop 86,Kartu Kredit,Palembang,U005,business_owner,3.0,0
TRX001209,2022-08-03,22:11,38942029.123860866,masuk,Gaji,Gaji bulanan - business_owner,Tunai,Semarang,U005,business_owner,,0
TRX001210,2023-11-28,11:52,218857.275,keluar,Makanan,Sarapan di Guardian,Tunai,Yogyakarta,U005,business_owner,3.0,0
TRX001211,2022-12-18,21:01,16513000.0,masuk,Gaji,THR,Tunai,Surabaya,U005,business_owner,,0
TRX001212,2024-01-02,19:16,45421982.77007132,masuk,Gaji,Gaji bulanan - business_owner,Tunai,Medan,U005,business_owner,,0
TRX001213,2024-03-11,10:39,1002754.0800000002,keluar,Lain-lain,Isi ulang e-wallet di Adidas,Transfer Bank,Jakarta,U005,business_owner,2.0,0
TRX001214,2022-04-15,10:30,559600.0,keluar,Hiburan,Museum di Uniqlo,Tunai,Tangerang,U005,business_owner,2.0,0
TRX001215,2024-03-12,10:59,309445.92000000004,keluar,Hiburan,Streaming di HP Store,QRIS,Batam,U005,business_owner,5.0,0
TRX001216,2022-01-18,16:28,2038100.0,keluar,Belanja,Baju di PLN,Kartu Kredit,Bandung,U005,business_owner,3.0,0
